,member_id,book_id,checkout_date,first_name,last_name,grade,neighborhood,membership_status,join_date,genre,pages,publication_year,publisher,checkout_id,return_date,books_borrowed
367,1072,525,2024-02-17,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Adventure,297,2015.0,Oasis Books,9308.0,2024-03-12,14.0
368,1065,525,2025-02-17,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Adventure,297,2015.0,Oasis Books,9331.0,2025-02-23,17.0
369,1079,525,2025-02-12,Rana,Osman,8.0,Shubra,Active,2024-10-27,Adventure,297,2015.0,Oasis Books,9368.0,2025-03-10,10.0
370,1034,525,2025-10-27,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Adventure,297,2015.0,Oasis Books,9375.0,2025-11-15,25.0
371,1034,526,2025-06-06,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Science Fiction,125,2016.0,Delta House,9120.0,2025-06-26,25.0
372,1030,526,2025-01-15,Reem,Osman,,Nasr City,Active,2025-04-01,Science Fiction,125,2016.0,Delta House,9196.0,2025-02-02,16.0
373,1065,526,2024-03-25,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Science Fiction,125,2016.0,Delta House,9291.0,2024-03-31,17.0
374,1016,527,2024-12-03,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Nature,328,2017.0,Delta House,9016.0,2024-12-11,7.0
375,1010,527,2024-05-20,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Nature,328,2017.0,Delta House,9060.0,2024-05-28,18.0
376,1022,527,2024-11-22,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,Nature,328,2017.0,Delta House,9094.0,2024-12-08,6.0
377,1044,527,2025-10-20,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Nature,328,2017.0,Delta House,9207.0,2025-11-04,21.0
378,1010,528,2025-11-11,Nour,Nabil,6.0,Maadi ,Active,2024-05-15,Nature,114,2010.0,Delta House,9082.0,2025-11-18,18.0
379,1034,528,2025-04-25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Nature,114,2010.0,Delta House,9151.0,2025-05-16,25.0
380,1024,528,2025-12-16,Youssef,Hegazy,8.0,Nasr City,inactive,2024-01-04,Nature,114,2010.0,Delta House,9174.0,2026-01-07,17.0
381,1061,528,2024-08-15,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Nature,114,2010.0,Delta House,9300.0,2024-09-02,8.0
382,1061,528,2024-04-18,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Nature,114,2010.0,Delta House,9336.0,2024-05-15,8.0
383,1075,528,2025-12-13,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Nature,114,2010.0,Delta House,9353.0,2025-12-30,9.0
384,1079,528,2025-04-22,Rana,Osman,8.0,Shubra,Active,2024-10-27,Nature,114,2010.0,Delta House,9371.0,2025-05-02,10.0
385,1016,529,2025-01-23,Dina,Rashad,8.0,Maadi,Active,2023-04-24,Mystery,298,,Cairo Young Readers,9040.0,2025-02-11,7.0
386,1008,529,2025-12-12,Ziad,Saleh,8.0,Maadi,active,2025-10-28,Mystery,298,,Cairo Young Readers,9076.0,2025-12-20,19.0
387,1034,529,2024-10-22,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Mystery,298,,Cairo Young Readers,9126.0,2024-10-28,25.0
388,1027,529,2025-02-09,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Mystery,298,,Cairo Young Readers,9141.0,2025-03-03,18.0
389,1034,529,2024-07-27,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Mystery,298,,Cairo Young Readers,9180.0,2024-08-02,25.0
390,1034,529,2024-07-27,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Mystery,298,,Cairo Young Readers,9180.0,2024-08-02,25.0
391,1044,529,2025-06-25,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Mystery,298,,Cairo Young Readers,9246.0,2025-07-04,21.0
392,1044,529,2025-06-25,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Mystery,298,,Cairo Young Readers,9246.0,2025-07-04,21.0
393,1050,529,2025-12-07,Fares,Adel,6.0,Heliopolis,inactive,2025-09-10,Mystery,298,,Cairo Young Readers,9258.0,2025-12-21,11.0
394,1061,529,2025-03-12,Ziad,Fahmy,9.0,zamalek,Inactive,2023-04-27,Mystery,298,,Cairo Young Readers,9324.0,2025-04-10,8.0
395,1072,529,2024-11-13,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,Mystery,298,,Cairo Young Readers,9337.0,,14.0
396,1075,529,2024-10-04,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Mystery,298,,Cairo Young Readers,9343.0,2024-10-14,9.0
397,1020,530,2025-12-28,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Adventure,208,2012.0,Oasis Books,9031.0,2026-01-05,7.0
398,1030,530,2024-10-12,Reem,Osman,,Nasr City,Active,2025-04-01,Adventure,208,2012.0,Oasis Books,9153.0,2024-10-26,16.0
399,1047,530,2024-04-07,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Adventure,208,2012.0,Oasis Books,9217.0,,16.0
400,1047,530,2024-12-05,Sara,Rashad,,Heliopolis,Inactive,2024-06-25,Adventure,208,2012.0,Oasis Books,9267.0,2024-12-20,16.0
401,1057,530,2025-07-22,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,Adventure,208,2012.0,Oasis Books,9282.0,2025-08-18,10.0
402,1034,531,2025-12-28,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,Friendship,272,2018.0,Oasis Books,9163.0,2026-01-02,25.0
403,1055,531,2025-11-24,Mostafa,Kamel,9.0,Heliopolis,Active,2025-01-04,Friendship,272,2018.0,Oasis Books,9201.0,2025-12-16,2.0
404,1020,532,2025-05-25,Rana,Fouad,6.0,Maadi,Active,2025-12-04,Friendship,337,2017.0,Oasis Books,9101.0,2025-06-15,7.0
405,1030,532,2024-10-03,Reem,Osman,,Nasr City,Active,2025-04-01,Friendship,337,2017.0,Oasis Books,9136.0,2024-10-20,16.0
406,1027,532,2025-07-05,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Friendship,337,2017.0,Oasis Books,9148.0,2025-07-26,18.0
407,1027,532,2025-03-10,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Friendship,337,2017.0,Oasis Books,9173.0,2025-04-06,18.0
408,1027,532,2025-03-28,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,Friendship,337,2017.0,Oasis Books,9183.0,2025-04-10,18.0
409,1044,532,2025-04-23,Sherif,Saleh,7.0,Heliopolis,active,2024-02-19,Friendship,337,2017.0,Oasis Books,9218.0,2025-05-04,21.0
410,1065,532,2024-04-26,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,Friendship,337,2017.0,Oasis Books,9287.0,2024-05-23,17.0
411,1075,532,2024-07-28,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,Friendship,337,2017.0,Oasis Books,9348.0,2024-08-25,9.0
